km/h,rpm,m
69.76944906,10773.96752,52.67454172
69.87364713,10790.05804,54.06364668
69.97731162,10806.06616,55.45275164
70.08039898,10821.98516,56.88819275
70.18291405,10837.81579,58.32363385
70.2848616,10853.55878,59.75907496
70.38624635,10869.21486,61.19451607
70.48707297,10884.78475,62.62995717
70.58734606,10900.26916,64.06539828
70.68707015,10915.6688,65.50083938
70.78624975,10930.98435,66.93628049
70.88488928,10946.21651,68.3717216
70.98299312,10961.36594,69.8071627
71.0805656,10976.43332,69.23239141
71.177611,10991.41931,68.65762011
71.27416292,11006.32909,68.08284881
71.37024239,11021.16591,67.50807751
71.46585295,11035.93033,66.93330621
71.56099806,11050.62287,66.35853491
71.65568119,11065.24406,65.78376361
71.74990573,11079.79445,65.20899232
71.84367506,11094.27453,64.63422102
71.9369925,11108.68484,64.05944972
72.02986135,11123.02587,63.42864837
72.12228487,11137.29814,62.79784702
72.21426629,11151.50213,62.16704567
72.30580878,11165.63834,61.53624433
72.3969155,11179.70726,60.90544298
72.48758957,11193.70937,60.27464163
72.57783407,11207.64515,59.64384028
72.66765206,11221.51506,59.01303893
72.75704656,11235.31957,58.38223759
72.84602204,11249.05938,57.75143624
72.93459547,11262.73711,58.33022584
73.02276961,11276.35317,58.90901543
73.11054717,11289.908,59.48780503
73.19793083,11303.40199,60.06659463
73.28492326,11316.83557,60.64538422
73.37152708,11330.20915,61.22417382
73.45774492,11343.52311,61.80296342
73.54357933,11356.77787,62.38175301
73.62903289,11369.97382,62.96054261
73.71410812,11383.11134,63.53933221
73.79880752,11396.19083,65.11681287
73.88313357,11409.21266,66.69429353
73.96708872,9170.742713,68.27177419
74.0506936,9181.108389,69.84925485
74.13407653,9191.446546,71.42673552
74.21723855,9201.757314,73.00421618
74.30018071,9212.040823,74.58169684
74.38290403,9222.297199,76.1591775
74.46540955,9232.526571,77.73665816
74.54769826,9242.729063,79.31413883
74.6297712,9252.904801,80.63808373
74.71162934,9263.05391,81.96202863
74.79327369,9273.176511,83.28597353
74.87470524,9283.272727,84.60991843
74.95592495,9293.34268,85.93386333
75.0369338,9303.38649,87.25780823
75.11773277,9313.404276,88.58175313
