km/h,rpm,m
70.22407011,10844.17121,18.05528864
70.24540837,10847.46631,18.0818608
70.2709916,10851.41694,18.10843296
70.30017209,10855.92306,18.13500512
70.33245184,10860.90778,18.16157728
70.36743483,10866.30994,18.18814944
70.40479822,10872.07968,18.2147216
70.44427367,10878.17558,18.24129376
70.48563468,10884.56264,18.26786592
70.5286877,10891.211,18.29443808
70.57326562,10898.09483,18.32101024
70.61922287,10905.19166,18.3475824
70.66643176,10912.48177,18.37415456
70.71477954,10919.94775,18.40072672
70.76416611,10927.57414,18.42729888
70.8145022,10935.34716,18.45387103
70.86570782,10943.25446,18.48044319
70.91771108,10951.28493,18.50701535
70.97044712,10959.42856,18.53358751
71.02385724,10967.67628,18.56015967
71.07788822,10976.01987,18.58673183
71.13249164,10984.45186,18.61330399
71.18762339,10992.96544,18.63987615
71.24324318,11001.55439,18.66644831
71.29931417,11010.213,18.69302047
71.35580259,11018.93608,18.71959263
71.41267745,11027.71884,18.74616479
71.46991028,11036.55687,18.77273695
71.52747489,11045.44613,18.79930911
71.58534712,11054.38291,18.82588127
71.64350474,11063.36375,18.85245343
71.70192719,11072.38548,18.87902559
71.76059549,11081.44518,18.90559775
71.81949208,11090.54014,18.93216991
71.87860071,11099.66784,18.95874207
71.93790632,11108.82595,18.98531423
71.99739496,11118.01233,19.01188639
72.05705368,11127.22498,19.03845855
72.11687048,11136.46203,19.06503071
72.1768342,11145.72178,19.09160287
72.23693447,11155.0026,19.11817503
72.29716166,11164.30303,19.14474719
72.35750679,11173.62168,19.17131935
72.41796154,11182.95724,19.19789151
72.47851813,11192.30854,19.22446367
72.53916933,11201.67444,19.25103583
72.5999084,11211.05392,19.27760799
72.66072907,11220.44599,19.30418015
72.72162548,11229.84977,19.33075231
72.78259217,11239.26439,19.35732447
72.84362404,11248.68908,19.38389663
72.90471633,11258.1231,19.41046878
72.96586462,11267.56577,19.43704094
73.02706476,11277.01644,19.4636131
73.08831288,11286.47452,19.49018526
73.14960536,11295.93946,19.51675742
73.21093883,11305.41072,19.54332958
73.27231013,11314.88783,19.56990174
73.33371631,11324.37032,19.5964739
73.39515462,11333.85777,19.62304606
73.45662248,11343.34978,19.64961822
73.51811747,11352.84599,19.67619038
73.57963734,11362.34604,19.70276254
73.64117998,11371.8496,19.7293347
73.70274342,11381.35638,19.75590686
73.76432582,11390.86608,19.78247902
73.82592545,11400.37844,19.80905118
73.88754068,11409.89322,19.83562334
73.94917002,11419.41017,19.8621955
74.01081205,9176.16371,19.88876766
74.07246543,9183.80775,19.91533982
74.13412895,9191.453045,19.94191198
74.19580142,9199.099451,19.96848414
74.25748178,9206.746834,19.9950563
74.319169,9214.395069,20.02162846
74.38086214,9222.044037,20.04820062
74.4425603,9229.693628,20.07477278
74.50426266,9237.343739,20.10134494
74.56596844,9244.994274,20.1279171
74.62767691,9252.645143,20.15448926
74.68938738,9260.296261,20.18106142
74.75109924,9267.947549,20.20763358
74.81281187,9275.598934,20.23420574
74.87452472,9283.250347,20.2607779
74.93623729,9290.901723,20.28735006
74.99794907,9298.553002,20.31392222
75.05965961,9306.204129,20.34049438
75.1213685,9313.85505,20.36706653
75.18307534,9321.505716,20.39363869
75.24477976,9329.156083,20.42021085
75.30648142,9336.806108,20.44678301
75.36817999,9344.45575,20.47335517
75.42987519,9352.104973,20.49992733
75.49156672,9359.753742,20.52649949
75.55325435,9367.402026,20.55307165
75.61493781,9375.049795,20.57964381
75.6766169,9382.697021,20.60621597
75.7382914,9390.343678,20.63278813
75.79996113,9397.989744,20.65936029
75.8616259,9405.635195,20.68593245
75.92328556,9413.280012,20.71250461
75.98493994,9420.924175,20.73907677
76.04658892,9428.567668,20.76564893
76.10823237,9436.210475,20.79222109
76.16987015,9443.85258,20.81879325
76.23150218,9451.493971,20.84536541
76.29312834,9459.134635,20.87193757
76.35474855,9466.774561,20.89850973
76.41636272,9474.413739,20.92508189
76.47797079,9482.052159,20.95165405
76.53957268,9489.689814,20.97822621
76.60116833,9497.326695,21.00479837
76.66275769,9504.962796,21.03137053
76.72434071,9512.598111,21.05794269
76.78591735,9520.232635,21.08451485
76.84748757,9527.866363,21.11108701
76.90905133,9535.499292,21.13765917
76.97060863,9543.131417,21.16423133
77.03215942,9550.762736,21.19080349
77.09370369,9558.393247,21.21737565
77.15524142,9566.022947,21.24394781
77.21677261,9573.651836,21.27051997
77.27829725,9581.279913,21.29709213
77.33981533,9588.907177,21.32366428
77.40132685,9596.533627,21.35023644
77.46283182,9604.159265,21.3768086
77.52433023,9611.78409,21.40338076
77.5858221,9619.408104,21.42995292
77.64730743,9627.031307,21.45652508
77.70878624,9634.653702,21.48309724
77.77025854,9642.27529,21.5096694
77.83172435,9649.896072,21.53624156
77.89318368,9657.516052,21.56281372
77.95463656,9665.135231,21.58938588
78.016083,9672.753613,21.61595804
78.07752303,9680.3712,21.6425302
78.13895667,9687.987994,21.66910236
78.20038395,9695.604001,21.69567452
78.2618049,9703.219221,21.72224668
78.32321955,9710.833661,21.74881884
78.38462792,9718.447322,21.775391
78.44603004,9726.060209,21.80196316
78.50742595,9733.672325,21.82853532
78.56881568,9741.283676,21.85510748
78.63019927,9748.894264,21.88167964
78.69157674,9756.504095,21.9082518
78.75294814,9764.113172,21.93482396
78.81431349,9771.7215,21.96139612
78.87567285,9779.329084,21.98796828
78.93702623,9786.935929,22.01454044
78.99837369,9794.542038,22.0411126
79.05971527,9802.147417,22.06768476
79.12105099,9809.752071,22.09425692
79.1823809,9817.356005,22.12082908
79.24370504,9824.959224,22.14740124
79.30502345,9832.561732,22.144
79.36321613,9839.776698,22.144
79.41870882,9846.656909,22.144
79.47156267,9853.209947,22.144
79.52184038,9859.443583,22.144
79.56960617,9865.365781,22.144
79.61492575,9870.984688,22.144
79.65786631,9876.308634,22.144
79.69849643,9881.346123,22.144
79.73688603,9886.105823,22.144
79.77310629,9890.59656,22.144
79.80722954,9894.827299,22.144
79.83932909,9898.807134,22.144
79.86947919,9902.545266,22.144
79.89775477,9906.050988,22.144
79.92423131,9909.333658,22.144
79.94898464,9912.402678,22.144
79.97209074,9915.267467,22.144
79.99362548,9917.937432,22.144
80.01366442,9920.421942,22.144
80.03228256,9922.730295,22.144
80.04955408,9924.871689,22.144
80.0655521,9926.855189,22.144
80.08034845,9928.689701,22.144
80.09401342,9930.38394,22.144
80.10661556,9931.946405,22.144
80.11822143,9933.385349,22.144
80.12889548,9934.708761,22.144
80.13869981,9935.924342,22.144
80.1476941,9937.039491,22.144
80.15593544,9938.061286,-25.298
80.32778899,9959.368393,-25.298
80.49876503,9980.566703,-25.298
80.66887137,10001.65718,-25.298
80.83811569,10022.64079,-25.298
81.00650559,10043.51846,-25.298
81.17405315,10064.29169,-25.298
81.34076628,10084.96147,-25.298
81.50665216,10105.52868,-25.298
81.67171788,10125.9942,-25.298
81.83597046,10146.35891,-25.298
81.99941678,10166.62366,-25.298
82.16206366,10186.78928,-25.298
82.32391782,10206.85662,-25.298
82.48498587,10226.8265,-25.298
82.64524755,10246.6964,-25.298
82.80236805,10266.17684,-25.298
82.95636834,10285.27043,-25.298
83.10726957,10303.97978,-25.298
