km/h,rpm,m
76.37828532,9469.692746,156.9110917
76.45587258,9479.312333,164.886996
76.53327754,9488.909317,172.8629004
76.61050097,9498.483794,180.8388047
76.68754361,9508.035857,188.814709
76.76440623,9517.565598,196.7906134
76.84108956,9527.073112,235.2452335
76.91759435,9536.558489,273.6998536
76.99392134,9546.021822,312.1544738
77.07006536,9555.46247,350.6090939
77.14600556,9564.877847,389.063714
77.22174285,9574.268067,427.5183342
77.29727813,9583.633241,465.9729543
77.37261231,9592.973481,504.4275744
77.44774629,9602.288899,542.8821945
77.52268094,9611.579604,581.3368147
77.59741716,9620.845707,581.3368147
77.67195581,9630.087314,581.3368147
77.74629777,9639.304535,581.3368147
77.8204439,9648.497476,581.3368147
77.89439507,9657.666244,581.3368147
77.96815211,9666.810945,581.3368147
78.04171588,9675.931682,581.3368147
78.11508721,9685.028561,581.3368147
78.18826695,9694.101685,581.3368147
78.26125592,9703.151156,581.3368147
78.33405494,9712.177077,-596.2163706
78.40666483,9721.179548,-553.1038139
78.4790864,9730.158671,-509.9912572
78.55132477,9739.115081,-466.8787006
78.62340975,9748.052471,-423.7661439
78.69534189,9756.970913,-380.6535872
78.76712178,9765.870479,-337.5410305
78.83874999,9774.751238,-294.4284739
78.91022709,9783.613261,-251.3159172
78.98155364,9792.456619,-208.2033605
79.0527302,9801.28138,-199.8724979
79.12375733,9810.087614,-191.5416353
79.19463558,9818.87539,-183.2107727
79.2653655,9827.644776,-174.8799101
79.33594764,9836.395839,-166.5490475
79.40638255,9845.128647,-158.2181849
79.47667076,9853.843268,-149.8873223
79.54681282,9862.539767,-141.5564597
79.61680925,9871.218212,-133.2255971
79.68666059,9879.878667,-124.8947345
79.75636737,9888.521199,-121.2924608
79.82593011,9897.145873,-117.6901872
79.89534933,9905.752752,-114.0879135
79.96462555,9914.341903,-110.4856398
80.0337593,9922.913387,-106.8833662
80.10275107,9931.46727,-103.2810925
80.17160139,9940.003615,-99.67881886
80.24031076,9948.522483,-96.0765452
80.30887968,9957.023939,-92.47427154
80.37730865,9965.508043,-88.87199788
80.44559817,9973.974858,-86.86602738
80.51374874,9982.424445,-84.86005689
80.58176085,9990.856865,-82.8540864
80.64963499,9999.272179,-80.84811591
80.71737165,10007.67045,-78.84214541
80.78497131,10016.05173,-76.83617492
80.85243445,10024.41609,-74.83020443
80.91976155,10032.76358,-72.82423393
80.98695387,10041.09436,-70.81826344
81.05401192,10049.40849,-68.81229295
81.12093619,10057.70603,-67.53697316
81.18772712,10065.98705,-66.26165338
81.25438518,10074.25159,-64.98633359
81.32091083,10082.49971,-63.71101381
81.38730453,10090.73147,-62.43569402
81.45356673,10098.94693,-61.16037423
81.51969787,10107.14614,-59.88505445
81.58569841,10115.32916,-58.60973466
81.6515688,10123.49604,-57.33441488
81.71730947,10131.64684,-56.05909509
81.78292087,10139.78161,-55.17120634
81.84840343,10147.9004,-54.28331759
81.9137576,10156.00328,-53.39542883
81.9789838,10164.09029,-52.50754008
82.04408246,10172.16149,-51.61965133
81.93921216,10159.15924,-50.73176257
81.55840537,10111.94525,-49.84387382
81.17787793,10064.7659,-48.95598507
80.79767777,10017.62713,-48.06809631
80.41785756,9970.535463,-47.18020756
80.0379618,9923.434431,-46.52093843
79.6580086,9876.326277,-45.8616693
79.27801777,9829.213456,-45.20240018
78.89801097,9782.098656,-44.54313105
78.51801196,9734.984822,-43.88386192
78.13804667,9687.875169,-43.2245928
77.75814352,9640.773219,-42.56532367
77.37833352,9593.68282,-41.90605454
76.99865063,9546.60818,-41.24678542
76.61913198,9499.553902,-40.58751629
76.22741855,9450.987666,-44.57529202
75.82635265,9401.261873,-48.56306775
75.41785234,9350.614331,-52.55084347
75.00326002,9299.211476,-56.5386192
74.58354228,9247.173151,-60.52639493
74.15941103,9194.58762,-64.51417066
73.7314001,11385.78161,-68.50194639
73.29991557,11319.15072,-72.48972211
72.8652697,11252.03165,-76.47749784
72.42770455,11184.46178,-80.46527357
71.98851204,11116.64061,-80.46527357
71.54766187,11048.56346,-80.46527357
71.10512291,10980.22552,-80.46527357
70.66086306,10911.62184,-80.46527357
70.21484933,10842.74731,-80.46527357
69.7670477,10773.5967,-80.46527357
69.31742315,10704.16459,-80.46527357
68.86593959,10634.4454,-80.46527357
68.41255981,10564.4334,-80.46527357
67.95724543,10494.12264,-80.46527357
67.49075566,10422.08616,287.9829702
67.02253816,10349.78288,261.6829877
66.55259935,10277.21379,235.3830053
66.08097059,10204.38373,209.0830229
65.6077282,10131.3045,182.7830405
65.13303516,10058.00125,156.4830581
64.65723785,9984.527471,130.1830756
64.18112697,9911.005274,103.8830932
63.7068141,9837.760731,77.58311079
63.24199044,9765.981533,51.28312837
62.77665971,9694.124033,48.85945897
62.31103986,9622.221887,46.43578957
61.8454089,9550.318026,44.01212017
61.38012388,9478.467584,41.58845077
60.91564751,9406.742016,39.16478137
60.45258639,9335.234995,36.74111198
59.99174736,9264.071115,34.31744258
59.53422298,9193.419091,31.89377318
59.08152603,9123.51253,29.47010378
58.63581071,9054.68409,27.04643438
58.19091552,8985.982295,26.12880434
57.74716976,8917.457998,25.21117429
57.30496605,8849.17183,24.29354425
56.86477509,8781.196474,23.3759142
56.42716474,8713.619622,22.45828416
55.99282529,8646.54787,21.54065411
55.56260322,8580.111936,20.62302407
55.13754753,12081.89077,19.70539402
54.7189744,11990.17188,18.78776398
54.30856051,11900.24086,17.87013393
53.90018031,11810.75547,17.39374341
53.49424561,11721.80594,16.91735288
53.09123604,11633.49738,16.44096236
52.69171313,11545.95282,15.96457184
52.29633841,11459.31723,15.48818131
51.9058967,11373.76257,15.01179079
51.52132698,11289.4946,14.53540026
51.14376386,11206.76193,14.05900974
50.77459487,11125.86861,13.58261922
50.41554216,11047.19199,13.10622869
50.05954278,10969.18443,12.82854448
49.70708134,10891.95211,12.55086027
49.35871916,10815.61804,12.27317607
49.01511057,10740.32558,11.99549186
48.67702406,10666.24313,11.71780765
48.34537015,10593.57022,11.44012344
48.02123925,10522.54577,11.16243923
47.70595429,10453.45966,10.88475502
47.40114675,10386.6694,10.60707081
47.10887144,10322.62523,10.3293866
46.8200678,10259.34178,10.16479418
46.5352533,10196.93245,10.00020176
46.25503163,10135.5295,9.835609338
45.98011321,10075.28863,9.671016917
45.7113429,10016.39494,9.506424496
45.44973835,9959.071429,9.341832074
45.19654517,9903.591046,9.177239653
44.95331978,9850.29483,9.012647232
44.72206082,9799.620732,8.848054811
44.50543443,9752.152963,8.68346239
44.28913607,9704.757071,8.60114345
44.07327173,9657.456285,8.51882451
43.85796271,9610.277181,8.436505571
43.64334812,9563.250243,8.354186631
43.42958799,9516.410538,8.271867691
43.21686705,9469.798541,8.189548752
43.00539933,9423.461153,8.107229812
42.79543399,9377.452972,8.024910872
42.58726266,9331.837899,7.942591933
42.38122883,9286.691201,7.860272993
42.17062589,9240.543305,7.804571971
41.95508203,9193.312743,7.748870949
41.73420378,9144.913296,7.693169926
41.50757622,9095.254041,7.637468904
41.27476324,9044.239422,7.581767882
41.03530806,8991.769346,7.52606686
40.78873369,8937.739295,7.470365837
40.5345435,8882.040441,7.414664815
40.27222169,8824.559766,7.358963793
40.00123385,8765.180166,7.303262771
39.72920049,8705.571471,7.209608693
39.45612907,8645.735311,7.115954616
39.18203105,8585.6742,7.022300538
38.90692266,8525.391696,6.928646461
38.63082578,8464.892589,6.834992383
38.35376894,8404.183134,6.741338306
38.0757886,8343.271319,6.647684228
37.79693063,8282.167194,6.554030151
37.51725209,8220.883265,6.460376073
37.23682345,8159.434973,6.366721996
36.95720385,8098.163956,6.267912942
36.67875019,8037.148426,6.169103888
36.40189572,7976.483315,6.070294834
36.12716991,7916.284643,5.97148578
35.85522538,7856.69541,5.872676726
35.58687503,7797.893745,5.773867672
35.32314515,7740.10453,5.675058618
35.06535392,7683.616608,5.576249564
34.81523346,7628.809527,5.47744051
34.57513205,7576.197845,5.378631456
34.33696875,7524.010849,5.301410577
34.10145733,7472.404941,5.224189698
33.86952283,7421.582817,5.146968819
33.64238683,7371.812154,5.06974794
33.4217042,7323.455569,4.992527061
33.20979877,7277.022271,4.915306182
33.01011425,7233.266849,4.838085303
32.82822718,7193.411256,4.760864424
32.67489225,7159.812085,4.683643545
32.66194329,7156.974673,4.606422666
32.64899435,7154.137265,4.664109506
32.70017998,7165.353201,4.721796345
32.77050232,7180.762425,4.779483185
32.85403024,7199.065293,4.837170024
32.94764858,7219.579199,4.894856864
33.04936466,7241.867506,4.952543703
33.15777151,7265.621913,5.010230543
33.27181427,7290.611276,5.067917382
33.39066951,7316.655164,5.125604222
33.51367559,7343.608593,5.183291061
33.64028911,7371.352495,5.251339692
33.7718306,7400.176228,5.319388323
33.90764255,7429.935715,5.387436954
34.04717981,7460.511502,5.455485585
34.18998352,7491.803042,5.523534216
34.3356627,7523.724665,5.591582846
34.48388086,7556.202636,5.659631477
34.63434596,7589.172961,5.727680108
34.7868027,7622.5797,5.795728739
34.94102657,7656.373658,5.86377737
35.09681906,7690.511335,5.907885683
35.25136311,7724.375452,5.951993996
35.40470611,7757.976392,5.996102309
35.55689304,7791.324009,6.040210622
35.70796658,7824.427658,6.084318935
35.85796726,7857.296219,6.128427248
36.00693356,7889.938123,6.172535561
36.15490202,7922.361379,6.216643874
36.30190737,7954.573593,6.260752187
36.44798258,7986.581995,6.304860501
36.59315901,8018.393452,6.306512579
36.73292929,8049.0203,6.308164658
36.8673416,8078.473094,6.309816737
36.99644409,8106.762387,6.311468816
37.12028512,8133.898772,6.313120895
37.23891344,8159.892936,6.314772974
37.35237848,8184.755708,6.316425053
37.4607306,8208.498121,6.318077131
37.56402134,8231.131472,6.31972921
37.66230378,8252.667389,6.321381289
37.75563285,8273.117912,6.277038833
37.83562376,8290.64574,6.232696377
37.77595264,8277.57044,6.188353921
37.61587029,8242.492755,6.144011465
37.45245499,8206.684747,6.099669009
37.28516018,8170.026649,6.055326553
37.11336247,8132.381863,6.010984098
36.93635918,8093.596416,5.966641642
36.75336816,8053.498921,5.922299186
36.56353018,8011.901103,5.87795673
36.3753254,7970.661155,5.81638829
36.18929606,7929.897895,5.754819851
